-2.43, -4.14, 0.59, 1.28
1.98, 2.25, -0.38, 3.98
-1.71, -0.29, 2.99, 3.62
-1.51, -4.11, -0.60, 2.35
-2.33, -3.03, -2.00, -2.53
2.54, -3.59, -1.64, -1.72
-1.19, 3.57, -3.12, 1.04
-0.70, -4.72, -1.48, 0.26
-2.98, 2.61, -2.37, 1.91
-2.19, 4.42, -0.07, 0.84
1.22, 1.67, -4.36, 1.32
0.47, 3.35, -3.32, -1.60
1.65, -0.06, 2.30, 4.12
0.78, 0.75, -4.46, 1.99
-4.10, 2.62, 1.13, -0.25
4.44, 1.04, 1.14, 1.69
1.32, 1.08, -4.46, -1.48
3.03, 0.62, -3.43, 1.92
-0.10, 2.81, 0.90, -4.04
-3.04, 3.31, 0.53, 2.14
3.65, -0.57, -2.98, -1.57
-3.31, -3.51, -0.59, -1.17
1.18, -3.93, -2.77, -0.70
1.45, 3.40, 2.22, -2.53
4.52, -0.42, -1.10, -1.79
-2.74, 1.24, -3.05, -2.58
0.30, -4.04, -1.18, -2.68
-2.68, -3.36, 1.65, -1.96
-1.11, 2.91, -1.04, -3.77
-3.57, -2.93, -1.90, -0.30
3.03, -2.62, 2.55, 1.55
1.88, -2.65, 3.71, -0.81
-1.64, 0.45, 4.42, 1.59
0.95, -3.73, 1.86, 2.58
2.48, 1.14, -0.12, 4.19
-0.30, 0.67, -1.02, -4.84
-4.13, -1.03, -0.50, -2.57
1.74, -3.39, 3.20, -0.46
-4.25, 2.06, 0.04, -1.65
-3.93, 2.51, -1.40, 1.12
-1.45, -3.64, 0.94, -2.96
-3.96, -1.82, -2.44, -0.07
-0.47, -4.27, -0.28, 2.54
-2.20, 3.24, -0.60, -3.05
0.18, 0.55, 0.29, -4.96
2.83, 1.15, 0.93, -3.85
3.13, -0.82, 3.66, -1.05
3.26, -1.29, -3.20, -1.56
-1.75, 2.97, 2.94, 2.12
3.96, -1.41, 1.51, -2.25
-3.25, -3.76, -0.44, 0.39
2.53, -2.61, 1.03, 3.27
1.27, 4.15, 0.39, 2.45
2.80, -0.25, -3.90, 1.36
1.87, 3.83, -1.71, 1.98
1.07, -4.79, 0.77, 0.55
0.25, -3.80, -2.05, 2.51
-1.22, 3.52, -1.80, 2.81
-1.63, -3.28, 0.61, 3.35
0.31, 0.21, 2.92, -4.04
-1.06, -0.11, -0.19, 4.88
0.73, 2.57, -3.87, -1.70
-0.10, -3.32, 1.08, 3.58
-1.41, -3.24, -1.15, -3.34
0.45, 3.13, -3.68, 1.23
-1.29, 3.90, 1.19, -2.59
-2.79, 0.72, -3.16, 2.59
-0.62, -0.08, -1.90, 4.58
2.01, -2.28, 2.71, -2.90
-0.21, -3.80, 1.59, 2.82
-0.31, -3.59, 1.13, -3.28
0.23, -0.59, -4.83, -1.11
0.85, 2.42, 2.15, 3.71
-1.53, 3.73, 1.93, 2.24
-0.35, -4.62, -1.38, -1.26
-1.84, 4.21, 0.81, -1.80
-3.51, -3.38, 1.01, -0.49
3.62, 2.44, -2.03, 1.35
-0.22, 2.07, 2.54, -3.77
-1.03, 4.28, 1.49, 1.84
1.80, 3.75, 2.76, -0.33
-0.14, 0.52, 4.84, -1.13
2.15, -1.52, -0.44, 4.23
-4.04, 0.02, -0.58, -2.89
-4.11, 1.99, 1.97, -0.51
1.19, -1.38, -1.59, 4.38
3.03, -3.78, -0.69, 1.01
2.13, -1.03, 2.98, 3.24
1.90, -1.02, -3.22, -3.16
1.71, -3.86, 2.10, 1.66
0.51, 1.69, 2.30, 4.08
2.85, -2.83, -1.18, -2.73
2.97, -2.24, 0.41, -3.32
-3.09, 3.24, -2.20, 0.39
-1.66, 3.95, 2.53, -0.52
1.03, -3.24, -2.21, -2.93
-0.82, 0.18, 3.58, 3.38
1.21, -3.37, 2.20, 2.70
4.29, -0.23, -2.43, -0.78
3.21, -1.42, 0.25, -3.56
3.04, -3.55, 1.30, 1.19
-3.86, -2.39, 1.37, 1.58
3.24, 3.68, 0.55, -0.81
-1.72, -0.58, -2.04, -4.19
-3.54, 1.62, 1.16, 2.91
0.97, 1.83, -0.79, -4.48
-0.01, 0.30, -2.51, -4.31
2.06, -3.29, -1.45, -2.79
-0.36, -4.47, 2.04, -0.86
4.58, -1.73, 0.10, -1.00
-1.48, -4.38, -0.66, -1.78
-3.35, 0.97, 1.37, 3.31
-1.51, 1.46, 2.24, 3.95
-0.04, 2.17, -1.76, -4.14
-3.69, -0.78, -3.28, -0.08
0.82, 3.60, 0.46, 3.34
-1.90, -2.12, 4.09, 0.39
-4.38, -0.01, -2.28, 0.79
4.30, 1.48, -1.05, 1.79
-4.29, -0.39, 1.51, 2.04
-0.51, 2.75, 1.65, -3.80
-2.88, -3.55, 1.49, -1.36
-1.98, 1.76, -0.84, 4.16
-0.22, -3.24, -1.42, -3.53
-1.72, 1.63, 3.22, -3.00
0.35, -2.70, -0.52, 4.16
3.33, -1.66, 1.44, -3.02
-3.87, -2.42, -1.86, -0.85
-4.47, 1.23, 1.70, -0.76
-0.20, 1.97, -2.04, -4.11
-2.03, -0.98, -3.97, -2.04
-3.66, 1.26, 2.81, -1.46
2.24, 2.77, -3.42, -0.79
3.28, 1.95, -1.02, 3.07
0.65, -4.10, 2.46, 1.31
2.88, 3.66, -1.07, -1.46
-1.73, 0.04, 4.59, -0.99
-2.62, -1.52, -2.89, 2.73
0.06, -3.33, -2.27, 2.95
3.30, 0.92, 0.28, 3.63
4.57, -0.73, 1.88, 0.06
-3.67, -1.11, 1.81, -2.65
-1.12, 3.94, 1.32, -2.55
0.58, -3.30, 2.40, -2.83
0.39, 1.10, -0.37, -4.85
0.09, 1.76, -3.40, 3.22
1.13, 4.81, -0.40, 0.67
-0.21, -0.00, 4.22, -2.67
-2.01, -3.14, 3.06, -1.33
-1.70, -1.59, 4.34, -0.88
-0.68, -1.53, -3.48, 3.18
-0.39, 3.40, 0.06, -3.65
-1.55, 0.39, 1.54, -4.48
-0.37, -4.45, -0.66, 2.16
3.35, -3.11, -2.00, -0.23
2.23, 0.54, -0.68, 4.39
1.56, 1.25, 4.47, 1.00
1.47, -3.84, -1.03, 2.66
2.93, 2.32, -3.02, 1.37
0.24, 2.51, -4.32, 0.00
-0.28, 2.18, -4.46, -0.56
-3.41, 0.99, 1.38, -3.24
-1.92, -1.59, -3.82, 2.04
1.89, 4.52, -0.85, 0.55
0.01, 0.84, -4.05, -2.81
-3.32, -0.44, 0.62, -3.66
1.98, -3.04, -3.28, 1.03
-0.12, 4.27, -0.55, 2.55
-0.22, -2.06, 4.20, -1.76
-2.20, -0.43, -4.46, -0.29
1.78, -2.01, -1.49, 3.95
3.43, 3.36, -0.31, -1.37
-2.03, 4.25, 0.75, 1.50
4.47, -1.85, -1.08, 0.65
2.49, -2.46, -3.56, 0.28
-1.55, 1.55, -3.24, -3.12
1.13, 1.24, 4.68, 0.51
-1.26, -3.66, 0.26, 3.16
3.34, -2.76, 2.06, -1.41
4.65, 0.75, -0.33, -1.63
-1.11, -4.64, 1.35, -0.68
-0.05, -0.16, -4.90, -0.97
3.63, -3.35, -0.52, -0.55
1.26, -2.18, -1.86, -3.90
-4.08, -0.50, -2.41, -1.51
2.11, -0.81, -3.28, -3.02
0.92, -2.07, 3.48, -2.79
0.98, -1.49, -3.67, -2.89
-0.35, -1.36, 1.69, -4.49
-1.33, -1.21, 4.11, 2.21
3.37, 2.14, 0.08, -3.01
-3.17, 3.35, -1.56, -1.15
-3.48, 1.00, -3.17, -1.34
1.57, -3.32, -3.24, 1.00
2.35, 3.89, 1.36, 1.59
0.54, 3.01, 0.81, 3.87
-3.90, -1.87, -2.13, -1.34
-2.87, 0.85, -2.53, -3.11
-1.68, -2.49, -3.59, -1.76
-2.35, 3.77, 2.28, -0.13
4.05, 2.11, -0.47, 1.99
3.46, -0.40, -3.06, 1.87
4.29, 0.42, -2.27, -1.13
-2.67, -1.12, -1.44, -3.81
-1.54, 3.81, -1.76, 2.23
-0.56, -2.51, 1.58, 3.99
1.42, -2.74, 1.34, 3.70
-0.50, -0.05, 3.76, 3.25
3.46, -0.23, 3.32, -1.40
4.08, 2.24, -1.81, -0.27
0.49, 4.11, 2.62, -1.02
-2.14, 3.42, -2.05, 2.13
1.99, 2.26, 0.05, -3.99
2.13, 3.03, -2.75, 1.92
0.70, -2.62, 2.01, 3.69
0.77, -0.55, -3.86, -3.03
-3.39, -0.35, 3.63, -0.46
-2.95, 3.81, -0.07, 1.34
4.66, -0.68, -1.67, 0.12
-1.63, -2.04, 4.26, 0.26
-1.11, -0.68, 0.68, 4.78
2.95, -2.79, 0.55, 2.87
3.80, -0.05, -0.06, -3.25
4.27, 0.62, -1.90, 1.67
-4.91, 0.37, -0.77, 0.35
-4.15, -0.30, -2.05, 1.87
1.28, -2.96, -0.60, -3.77
-2.03, -0.33, -4.55, -0.20
2.43, 1.18, -3.22, -2.71
1.96, 1.75, -4.21, -0.64
-0.36, -1.59, -3.14, 3.53
2.76, 3.29, 2.57, 0.14
3.97, 0.93, -1.78, -2.29
-0.67, -1.74, 2.40, 3.97
4.03, -1.90, 0.59, -2.19
-3.60, 1.68, 3.03, -0.24
4.33, 1.27, -1.81, -1.15
-4.71, 1.49, 0.66, -0.38
-1.37, 1.09, 3.84, -2.69
-3.44, 1.11, 0.73, -3.38
-0.71, -3.71, -1.72, 2.79
3.70, -2.78, 0.69, 1.76
4.37, -0.88, -1.99, -1.07
-4.73, 0.97, 0.94, 0.88
0.08, -2.73, 0.73, 4.13
-2.44, 3.59, -2.42, 0.50
2.47, -1.78, -3.88, 0.82
1.26, 2.84, -3.29, -2.13
0.15, -2.52, 0.15, 4.31
-3.12, -0.38, -2.77, 2.73
0.77, 1.91, 1.97, 4.11
1.72, -3.78, 2.78, 0.05
2.73, 4.11, 0.57, -0.52
-1.65, -2.33, -0.04, 4.10
2.68, -4.00, -1.15, -0.72
3.20, 0.98, -3.45, 1.39
-1.46, 2.49, 3.95, 1.02
-0.13, 0.33, -2.04, 4.55
2.46, -3.65, -1.05, 2.12
-4.19, 0.97, 1.79, -1.82
-3.88, -2.57, 0.60, -1.72
3.25, -2.80, 1.55, 2.06
-0.89, 2.63, -0.32, -4.15
-3.86, -0.22, 2.66, -1.72
3.41, 3.17, 0.59, -1.71
-0.63, -1.29, -4.38, 1.94
3.99, 1.84, 1.40, 1.94
3.68, -1.32, -0.35, -3.10
-2.52, -1.86, 2.73, -2.78
-0.88, -1.27, 4.24, -2.15
-2.09, 2.74, 3.58, -0.51
-2.99, 2.56, 1.87, -2.46
-0.43, 3.28, 0.26, 3.74
-1.74, 4.48, 0.10, -1.38
-4.61, -0.22, -1.32, -1.40
-3.06, 0.75, 3.78, -0.89
-0.34, -2.42, -2.63, -3.48
-2.11, -2.04, 0.03, 4.05
-1.14, -0.95, 3.09, 3.64
1.25, 4.45, 1.71, -0.81
1.87, 2.79, -3.67, 0.51
1.90, 1.19, -4.45, 0.35
-4.33, -0.04, -0.37, 2.48
2.93, 3.07, 2.21, 1.47
-0.79, -2.96, 1.19, -3.77
0.29, -2.98, 1.95, 3.49
0.94, 2.54, 1.02, 4.08
-1.16, 0.16, -3.17, -3.68
1.63, 2.91, 0.28, -3.71
-0.78, 1.85, -4.35, 1.44
-3.82, -3.23, 0.02, -0.03
1.82, -1.12, -3.82, -2.41
2.37, 3.10, 1.37, 2.80
-3.87, -0.07, 3.16, 0.21
-3.99, -2.70, 0.51, -1.22
0.23, 0.78, -4.90, 0.57
1.99, 3.70, -1.60, 2.19
-1.47, 4.46, 1.52, -0.81
0.37, 2.47, -3.65, 2.33
-0.33, 1.90, 4.05, 2.21
1.62, 1.12, -3.81, -2.57
-1.52, -4.56, 1.27, -0.50
-0.06, -1.25, -1.39, 4.64
-2.12, 4.24, 1.37, -0.79
2.13, -3.76, -2.51, -0.21
3.83, 2.28, 2.21, -0.49
3.52, -2.96, -1.72, -0.95
-1.93, 0.18, -0.17, -4.61
-3.32, 2.91, 1.96, 1.31
-0.52, 4.66, -0.68, 1.58
2.70, 0.69, -1.60, -3.83
-2.63, 0.09, 4.13, -1.02
-3.59, 0.46, 3.30, -1.00
3.91, -1.82, -2.52, -0.15
-1.42, 4.29, -2.10, -0.44
0.91, 1.70, -4.60, -0.37
3.67, -1.55, -1.34, -2.72
-0.50, 1.16, -3.50, 3.34
0.96, -4.55, 0.91, 1.61
-2.32, -1.61, 3.91, -1.32
-3.38, 1.11, -3.47, 0.56
-2.68, -3.15, -2.42, 1.42
0.29, -2.23, 3.03, 3.27
-0.49, 4.34, 0.50, 2.38
-2.52, 4.29, -0.02, 0.53
-2.04, -1.66, -1.04, -4.12
-1.72, 2.39, -0.68, 3.99
-0.71, 1.99, -4.48, -0.71
-1.64, 4.69, 0.25, 0.52
-2.32, -1.98, -1.07, -3.81
-4.13, 0.29, -2.58, -1.11
-1.13, 1.83, 4.49, 0.43
2.33, 1.55, -3.73, -1.80
2.69, -2.99, -0.29, 2.95
3.97, -1.86, 2.39, -0.23
-2.46, -2.56, 1.75, -3.06
-0.22, -0.13, -1.64, 4.72
4.24, 0.12, -1.19, 2.36
1.16, 3.57, 2.40, -2.28
3.92, -2.06, -1.71, 1.56
-2.62, 2.47, -3.29, -1.10
-0.30, -0.05, -2.26, -4.45
1.42, 3.85, -2.86, -0.19
3.03, 2.07, -2.39, -2.42
-0.24, 1.63, 0.42, 4.70
2.57, -0.12, -0.27, -4.28
-0.90, -1.31, 3.96, -2.60
3.14, -0.66, -3.71, -0.96
2.78, -0.76, 2.88, 2.90
-0.18, -3.63, -0.31, 3.42
-1.85, -0.55, 4.54, -0.83
-2.64, 1.05, 3.47, 2.20
2.95, -0.68, 1.19, 3.79
-3.41, -3.24, 0.84, 1.46
-3.66, 1.59, -1.80, -2.41
-0.28, -3.25, 2.67, -2.69
2.48, -3.96, 1.69, 0.59
0.49, 3.35, -0.39, 3.66
-0.07, 0.04, -0.59, -4.96
-3.03, -3.00, -0.47, -2.58
-1.66, -0.29, -0.28, -4.70
-2.35, -1.18, -3.03, -2.99
2.96, 2.01, -3.45, 0.56
3.22, -1.14, 1.34, -3.40
-0.75, 3.17, 2.21, 3.08
0.62, -1.47, -4.21, 2.18
2.56, -3.16, 0.94, -2.75
0.56, -0.55, 2.07, -4.48
-0.24, 4.41, 2.28, 0.48
-1.93, -3.42, 0.39, 3.07
3.13, -1.71, 2.47, 2.49
-2.18, 2.14, 3.44, 1.95
3.93, 2.84, 0.84, -0.87
2.73, 4.12, -0.54, 0.53
-0.66, -4.17, -1.42, 2.27
-0.59, 3.38, -0.92, -3.52
3.76, 1.10, -2.53, -1.81
2.96, -1.46, 1.21, 3.56
-4.10, -1.79, -2.02, -0.94
1.36, -2.37, -4.19, 0.09
-0.05, -4.78, -0.95, -1.10
2.99, 2.67, 2.49, -1.65
1.84, 2.48, -3.24, 2.24
4.10, -0.80, -2.15, 1.70
-0.72, -0.06, 4.67, 1.62
-1.26, 2.11, 4.32, 0.56
-0.45, 4.72, 0.47, 1.52
3.32, 1.95, 2.70, 1.71
1.88, -3.74, 1.78, 2.06
-0.88, -2.42, 4.08, 1.32
3.25, -0.09, 0.35, 3.78
0.13, -2.19, 4.46, 0.58
0.97, 0.41, -4.67, -1.44
-2.15, 4.03, -0.65, -1.93
-2.48, 0.93, -1.34, 4.02
2.82, 0.28, -3.16, -2.64
2.49, 3.83, 1.49, 1.39
-1.74, 3.57, -1.89, 2.37
0.49, -0.28, 0.98, -4.87
2.51, -3.60, 1.76, 1.63
-0.89, 3.52, 0.26, 3.43
-3.24, 2.31, 0.35, 3.01
0.20, -1.25, -1.09, -4.71
3.10, 0.45, -3.90, 0.11
-1.94, -1.23, 0.85, 4.36
-1.06, 3.92, 1.02, -2.74
-3.25, -3.18, 1.01, -1.82
2.20, -3.35, -2.11, 2.11
0.64, -1.87, -3.56, 2.91
2.19, 2.14, -3.09, -2.47
1.54, -1.77, -3.11, -3.14
-3.00, -3.56, 1.82, 0.07
-0.22, 1.38, 3.97, 2.70
-1.74, -2.46, 3.14, -2.47
-2.86, 3.29, 2.20, 1.07
0.33, -1.10, 2.20, -4.34
-2.50, -3.08, 2.83, -1.11
0.35, 3.10, -2.63, 2.89
0.57, 1.05, 4.05, -2.67
-0.06, -4.06, 1.56, -2.46
1.55, -0.50, 1.36, 4.53
3.36, 2.59, 0.98, 2.45
-0.31, -1.33, 4.64, -1.27
0.46, -4.05, 2.38, -1.65
4.61, 1.06, -0.81, -1.39
0.58, 2.64, -0.14, 4.20
-2.62, 0.34, -0.24, 4.24
-3.06, 0.40, 1.62, 3.59
2.83, 0.75, -3.86, -1.23
1.59, 2.84, -1.07, -3.64
2.09, -3.83, -2.40, -0.45
-1.83, -0.81, -1.16, -4.43
3.25, 1.13, -2.86, -2.24
-3.64, -3.42, 0.06, -0.33
0.78, -2.23, -3.63, 2.49
1.03, -4.83, 0.25, -0.77
-1.99, 1.95, 3.46, -2.29
-3.14, -0.49, -2.25, 3.14
-1.52, 2.88, -2.85, -2.51
-1.18, 1.66, 4.51, -0.70
